jp_asin_10	TUDIAヘビーデューティー保護デュアルレイヤーケースは、Umidigi A5 Proに最適です。衝撃吸収性の熱可塑性ポリウレタン（TPU）と硬質で落下に強いポリカーボネート（PC）の両方の素材で作られています。シングルフィットは、画面の周囲に盛り上がったエッジがあり、毎日の傷や傷から保護します。鮮明な触覚フィードバック、正確なカットアウト、隆起した指紋センサーのベゼルとフロントリッププロテクションを備えたレスポンシブボタンカバー。 Grippeハードカバーはしっかりした保護層を提供し、Umidigi A5 Proを手にしっかりと保持するのに十分な牽引力を提供します。精密カットの切り抜きは、すべてのボタン、コントロール、およびポートと完全に一致します。電話ケースを取り外すことなく、カメラ、スピーカー、マイク、充電ポートに簡単にアクセスできます。ウルトラスリムは、衝撃吸収TPUと傷に強い外部シールドを使用して優れた保護を提供し、Umidigi A5 Proを新しい外観に保ちます。簡単なアクセス性と簡単な取り外し（滑り止めと簡単なグリップ）。個人のスタイルに合わせて複数の色を使用できます。
jp_asin_11	【SPIGEN Tough Armor Series】  新しいエアクッション技術を用いたコーナー部分が最適な保護効果をもたらす同時にケースの厚みを抑えることができるので、  スタイリシュなデザインを実現しています。   【OPTIMAL LIFT + LAY ON THE TABLE】  デバイスの画面を下にして置いても、1.5mm突起したケース淵部によって、画面にダメージを与えません。   【内部衝撃吸収パターン加工】  TPU素材で形成されたケース内部は蜘蛛の巣状パターン加工が施され、最適な保護力を実現しています。   ※Lightningコネクタ開口部・イヤホンホール開口部は、本体付属のApple純正の充電ケーブル・イヤホンを基準に製作されている為、ご注意下さい 。 (Apple純正のLightning - 30ピンアダプタ[幅の広いタイプ]以外のLightning - Micro USBアダプタ等には、全て対応しております。)  ※商品の色合いや仕様は予告無く変更になる場合があります。  ※お客様のお使いのPC、モニターの環境により商品のイメージ写真の色などが実際と違って見えることがあります 。 ※商品写真、説明、SPIGEN 社の社名、ロゴなど当サイトのいかなるコンテンツも無断使用、転用は固くお断りします。
jp_asin_12	液体シリコーン+強化ガラスバックケース  それはあなたの電話の形と完全に一致します  汚れ、引っかき傷、損傷から携帯電話を最大限に保護します。  材料  1.強化ガラスの裏表紙  2.液状シリコーンケース  質の高いサービス  あなたが欠陥のあるアイテムを受け取ったならば、売り手のフィードバックまたは製品レビューを残す前に、我々に知らせてください。  問題の解決をお手伝いします。  パッケージに含まれるもの  1 × Jonwelsy 携帯電話 ケース iPhone 12 (6.1\") に適し; 1 × スクリーンプロテクター;  &nbsp;
jp_asin_13	KNOK CASE - 電話ネックレスケース コードストラップ付き携帯電話カバー iPhone X / Xs対応 商品説明: 携帯電話ネックレスKNOKケースは、自由な手が必要な場合でも携帯電話の周りに携帯が必要な場合に最適なアクセサリーです。 iPhoneネックレスを使えば、身体に装着されているので、素早く簡単に電話にアクセスできます。 電話で作業している人や、写真を撮ったり、音楽を聴いたり、チャットなどに使ったりするのに非常に便利です。 電話を入れるポケットがない場合や、どこから離れていたか疑問に思う場合は、KNOKケースが必要です: ) 詳細： - PPMコード：非常に耐性があり、湿気がかかりません。臭いもなく、乾きます。 - 真鍮 : 真鍮素材のクリーンでエレガントなコードエンドエンドエンド。 - 耐衝撃性安定ケースTPU（黄色くなりません）。 - OEKO-TEX。 - ストラップ：長さ150cm。 ご注意： ネックレスは手作業で組み立てられています。 そのため、製品には若干の違いがある場合があります。 iPhone 5 / 5s / SE、iPhone 6、iPhone 6s、iPhone 6 Plus、iPhone 6s Plus、iPhone 7、iPhone 8、iPhone 7 Plus、iPhone X、iPhone Xs Max、iPhone XR、Samsung S7、Samsung S8、Samsung S9、Samsung S10、Samsung S8 Plus、Samsung S10 Plus、Samsung S10 Lite、Samsung Note 8、Samsung Note 9、Huawei P20 Lite、Huawei P30 Pro。 慎重に使用してください。 お客様の携帯電話の完全性を保証するものではありません。 
jp_asin_14	商品の説明: 「専用機種」 Samsung Galaxy Note 8 に専用です。お買い上げになる際、ご機種にご注意をお願い申し上げます。 「素材」 前側には鏡面の素材を採用されています、接続部分にはPUレザー、リア側にはハードPCバックカバーを採用されています。携帯の本体に傷が付かなくて、脱着も簡単です。 「工芸」 前側の鏡面はメッキの工芸を採用されています、化粧鏡に使えても宜しいです。そして、鏡面の特性なので、ケースを閉じるままでも携帯の画面を見えます。 「機能」 スタンド機能が付きます、横置きて動画、映像、読書など楽に楽しむ事ができます。 開閉が易いし、防圧、防塵、衝撃吸収、携帯に完璧な保護を提供します。 「注意」 ケースを閉めたままで携帯を操作できません。 「パッケージ」 1 * Samsung Galaxy Note 8 に専用の手帳型ケース。(携帯電話は含まれていません) 「お問い合わせ」 もし何のお問い合わせが御座いましたら、気軽にメールで弊店にご連絡ください。最高のサービスを提供させて頂きます。
jp_asin_15	キャンブロ デリクロック用カバー DCC5（135）クリア 【商品コード】1868400
jp_asin_16	液晶画面・背面を守るこだわりの設計 前面と背面のフチを高く設計し、液晶画面とカメラレンズをキズから保護します。 更に、場合であっても不均一な直接接触は、創傷の裏面を減らすために防止することができる場合。  フルラップデザイン 落下時の衝撃を軽減する設計  完璧に本体にフィットする Samsung Galaxy S8 Plus 専用のために作ら、ホルの高精度のカットアウトは、マイク、スピーカーなどすべてのボタンを遮ません。保護ケースをかけるままに充電ができます。  本体のビューティーをキープする 0.8ミリメートル薄いです、パーフェクトフィット。  環境に優しい材料 接着剤を入れてすべでの材料はRoHS標準に対応して、皮膚に安全だし、チャイルドにもアレルギー人群にも安心に使えます。  インストールとアンインストールこどが簡単です 滑らかPC素材ですから、チャイルドでもそういう操作もできます、ミルクのような、絹のような感触。
jp_asin_17	完璧に本体にフィットする: Moto G8 Plus 専用のために作ら、ホルの高精度のカットアウトは、マイク、スピーカーなどすべてのボタンを遮ません。保護ケースをかけるままに充電ができます。 シームレスなフィット感: 弾力性付きのTPU素材を採用し、最大限に携帯の美しさを呈します。 初期不良対応 商品到着後、不具合（割れ・キズ・汚れ等）がございました場合、弊社とご連絡ください。無条件に交換または全額返金をいたします。
jp_asin_18	D3Oは英国女王賞も受賞した次世代の衝撃吸収素材。強い衝撃を受けると瞬時に固まり衝撃を吸収・分散させます。冬季五輪アルペンスキー競技や米特殊部隊など、様々な分野で実用化されています D3Oテクノロジーは国内外からの注目を集め、朝日テレビ、日本テレビ、BBC、CNN、タイム紙、フィナンシャルタイムズ紙、ニューヨークタイムズ紙などで紹介されました。 Gear4の手帳型ケースは、カチッと留められるカバーがスクリーンをしっかり保護。カード収納付きなので、ちょっとした外出にも便利。スタンド機能で動画視聴も。衝撃吸収素材D3O入りのインナーケースが、大切なGalaxyを強い衝撃から保護します。
jp_asin_19	Eco-Fused マイクロファイバークリーニングクロス 12枚パック 1パックにはコンパクトで便利なマイクロファイバークロスが12枚入っています。 クロスは乾いた状態で使用すると非常に効果的ですが、選択したクリーニング製品と一緒に使用することもできます。 当社は高品質のマイクロファイバーを布に製造しています。 布に何百万もの小さな繊維がデリケートな表面から汚れや汚れを優しく取り除き、跡や傷を残しません。 カメラレンズを糸くずから守るのは、すべての写真愛好家にとって必須です。 レンズの表面で、写真の品質に影響する埃を取り除くことができます。 スマートフォンやタブレットのオーナーにもお使いいただけます。 汚れ、埃、汚れなどでゲームや閲覧は痛い場合があります。 シャツスリーブでスクリーンを失望させずにスクラブするのではなく、当社のコンパクトクロスの 1 つを持ち運び、跡や汚れを簡単に取り除くことができます。 丈夫な材質は頻繁な洗濯にも耐えます。 この布をきれいにするには手洗いをお勧めします。 冷水またはぬるま湯 (熱くない) 水だけでも中性洗剤でも使用して自然乾燥させてください。 アイロン、漂白剤、柔軟剤は使用しないでください。 内容: - クリーニングクロス5枚 6 x 7インチ (ブルー)。 - クリーニングクロス5枚 6 x 7インチ (グレー) - 環境に優しいクリーニングクロス 5.5 x 3インチ (ホワイト) x 2。 Eco-Fused の何らかの理由でEco-Fused の製品にご満足いただけない場合、お気軽にお問い合わせください。 当社は製品の品質に関して完全な所有権と責任を負い、お客様の問題を迅速かつ効率的に解決するために最善を尽くします。 Eco-Fused -USPTO# 85557072- は米国商標法で保護された登録商標です。 Eco-Fused の製品は許可された出品者のみによって販売されています。
jp_asin_20	 Apple iPhone 11 Pro (2019) 用のTORU CX SLIMケース    COLORFUL   便利さ抜群！  - カードを2枚まで収納 - キックスタンド  すべての周囲の保護  - パターン化された内層を備えた柔軟なTPU本体は、軽量で携帯電話を衝撃から保護します。 - ポリカーボネート製のドアは、  - 1.2mmフロントリップで傷つけずにiPhoneを保護します   - 正確なカットアウトにより ボリュームボタンをスムーズに感じられます 。   TORU - BEYOND EXPECTATION
jp_asin_21	✅【iPhone 12 mini ケース 手帳型の保護力】：外部のカバーは上質な合皮レザー素材を採用しており、放熱性や耐衝撃が良く、傷や埃を防ぐことができるiPhone12 miniカバーです。インナーケースは弾力性のあるソフト素材を採用しており、角までしっかり保護できるiphone12 mini ケースです。 ✅【マグネット式＆全面保護】: マグネットが内蔵されているので、ベルトがなくてもフタがピタッと閉まります。耐熱性と柔軟性を誇るTPUから作られていて、落下時の衝撃をよく吸収します。手帳型ならではの全面保護機能でディスプレイはもちろん、背面もしっかりガードします。カメラレンズ保護構造付きで、iPhone 12 mini 本体をしっかり保護します。 ✅【便利なデザイン】:
jp_asin_22	本革調なのに高級感を演出してくれるフェイクレザー手帳型ケース!ビジネスにも日常生活にも合うのスマホケースです。 シンプルなデザインなので、ビジネスやフォーマルにもピッタリ!手触りの質感や見た目GOOD!高級感があります。 背面を折り返すとスタンドとして使用できるので、動画視聴に便利です。 各機種にピッタリの専門設計なので、ケース装着時も、カメラ、電源ボタン、音量ボタン、イヤホンジャック、コネクタ等がそのまま使用可能です。 高級感がある手帳型なので、親友へのプレゼントにもオススメ！  しっかりとした作り、縫製・質感・手触りにも優れています。
jp_asin_23	◆カード入れとスタンドが収納。多機能な手帳型ケース。シックな外観ですが、カード・紙幣入れと専用スタンドが収納されており、多くのタスクをこなせる、まさに多機能な手帳型ケースです。◆収納スタンド。必要な時にすぐ使える。必要な時、すぐにスタンドを使えます。文章作成やビデオ通話など、活用方法は様々です。◆必要なものはコレ一つに。ビジネスの味方。ICカードなど最大３枚収納。紙幣や名刺も入ります。これ一つで、多くのタスクをスマートにこなせます。
jp_asin_24	✅のぞき見防止：液晶画面保護ガラスはのぞきみ防止機能あり、 ✅カメラレンズ保護：ケース一体型カメラレンズ保護カバー付きでカメラをしっかり保護します。 ✅前後両面ガラス：液晶画面も背面も強化ガラスでアイフォンを360度全面カバー。 ✅安全ロック付き：ロックがケースの全面と背面をしっかりと固定し、万が一落下してもケースが外れてiPhoneが傷付く心配なし。 ✅磁石式：バンパーにマグネット内蔵、上部ははめ込み式、下部はロック式、安心して利用できるマグネットケース。
jp_asin_25	説明：を このブランド、新しい、耐久性に優れた実用的で高品質。 軽量、快適、使いやすいです。あなたのシャツ\「sのの滞在カラーを維持するために最適です。 PVCの長さ：2.5インチ/ 6.35CM幅：0.39インチ / 1 Senchi Metoruの色：白あなたがきれいに見えると健康素材になります/> パッケージに含まれる 500
jp_asin_26	【その他の互換性】ワイヤレス充電とPowershareをサポートします。 【スクリーンプロテクターの互換性】強化ガラスやPETフィルムなど、ほとんどのスクリーンプロテクターと互換性があります。 【デュオストラップホール】汎用性と実用性のために両側にストラップホールが利用可能。 指、手首、首、クロスボディストラップなど、さまざまなストラップを使用して、デバイスを適応させます。 （ストラップは含まれていません） 【ユニークなデザイン】背面の半透明のデザインは独特の外観を提供し、落下防止のための強化されたグリップを提供します。 【長持ち】耐久性のあるPCと頑丈なTPUは、2倍のセキュリティと衝撃や傷に対する頑丈さを提供します。
jp_asin_27	【プレミアムサービス】：365日間の保証付き、何が問題がありましたら、ぜひご連絡ください。 【出色な精確度】音量や電源ボタンの位置が精確で、ボタンの操作しやすくて、ケースを装着したまま充電可能。 【対応機種】iPhone 12 /iPhone 12 Pro (2020)6.1インチ専用 【軍事級保護】ケースの背面が硬くて、周りは柔軟性を兼ね備えます。落下時の衝撃を最大限に吸収でき、全方位からiPhone 12/iPhone 12 Proの本体をしっかり守ります。また、前面と背面より高く設計し、液晶画面とカメラレンズをしっかり保護します。 【高い透明度+独立ボタン】透明なPC+TPU素材を採用し、スマートホン本体の美しさを保持し、ケースの硬い背面が傷を最小限に抑えることができます。また、独立ボタンで特別な使用感を体験できます。
jp_asin_28	液晶画面・背面を守るこだわりの設計 前面と背面のフチを高く設計し、液晶画面とカメラレンズをキズから保護します。 更に、場合であっても不均一な直接接触は、創傷の裏面を減らすために防止することができる場合。  フルラップデザイン 落下時の衝撃を軽減する設計  完璧に本体にフィットする Nokia 6.1 Plus 専用のために作ら、ホルの高精度のカットアウトは、マイク、スピーカーなどすべてのボタンを遮ません。保護ケースをかけるままに充電ができます。  本体のビューティーをキープする 0.8ミリメートル薄いです、パーフェクトフィット。  環境に優しい材料 接着剤を入れてすべでの材料はRoHS標準に対応して、皮膚に安全だし、チャイルドにもアレルギー人群にも安心に使えます。  インストールとアンインストールこどが簡単です 滑らかPC素材ですから、チャイルドでもそういう操作もできます、ミルクのような、絹のような感触。
jp_asin_29	この囲いボックスは、優れた保護を提供する高品位アクリル、によって行われる。これはユニークなデザインは、他のコンポーネントに簡単に接続を提供している。エンクロージャーボックスの寸法は、オリジナルのArduino MEGA2560 R3と同じです。  概要：  ArduinoのMEGA2560 R3（組み立てられていない）との互換性カバーを調整することができるカラー：透明材質：アクリル 注：この
jp_asin_30	
jp_asin_31	Sphero EDU純正アクセサリー。SPRK+/BOLTに対応。 Sphero本体の汚れ防止に。保管に便利。 半透明のラバーシェル。
jp_asin_32	ゴージャスのレディース花付き皮ケース，バンドバッグデザイン，内側にカード入れや小銭袋も付いており，防塵，防撃。   材質： 高品質な皮レザー。   包装の詳細： 1x iPhone皮ケース。 1x 手紐。 1x DiMaos保証カード。  商品の特性： 1. おしゃれな风格: 皮ケースにお花がいっぱい,女性のロマンチックを表現。 2. お財布デザイン: 3つのカード入れ, 1つの小銭袋。 3. 磁石止めボタン式: 强力の磁力ボタン，手で持っている時さらに安心。 4. 色な公的場所に合わせやすいデザイン。
jp_asin_33	表面には傷がつきにくいアンチスクラッチ効果のためのUV塗装が施されています。 対応機種：iPhone 6s、iPhone 6 内容物：Bling My Thing SIB for iPhone 6 Milky Way
jp_asin_34	【サービス保証】：180日間の品質保証。このiPhone 12/12 Pro ケースで品質の問題が見つかった場合は、まずご連絡ください。いつでもサポートを提供しています。 【完璧なフィット感】：Apple iPhone 12/12 Proを360°保護。隆起したエッジはiPhoneに完全にフィットし、ケースと3Dスクリーンプロテクターの間にぴったりとフィットします。ボタンは、カメラ、フラッシュLED、スピーカー、Lightningポートのポートと同様に整列されています。 【対応機種】：「iPhone 12/12 Pro 6.1インチ（2020リリース）」専用に設計されており 【柔軟なTPUとマット仕上げ】：柔らかい素材でiPhone 12/12 Pro ケースを簡単に着脱できます。ケースを持つと、なめらかな手触りで赤ちゃんの肌に触れたような感覚になります。 【超薄型・超軽量】：iPhone 12/12 Pro
jp_asin_35	シリコン素材を採用　 柔らかい手触り　滑り止め　柔軟な液状シリコン素材はなるべく人間の肌に抜群な触り心地をされろとしている、また、滑りにくいシリコン素材で出来ているために持ちやすい。優れる防塵性　お手入れが簡単　指紋防止ケース付いた埃や汚れを非常に簡単に拭き取ることができるので、常にドライできれいな状態に保たれる。 シリコン素材で指紋防止もでき、いつでもきれいのままに保てる。精確なデザイン パーフェクトフィット　ポタン押しやすい精確なデザインでiPhone SE(2020) / iPhone 7/8の美しさを最大限に損なわずに現れるし、本体にぴったりフィットする、ポタンも押しやすい。シンプルな取り付けで３秒で着脱することが可能である。多層構造　薄型でありながら耐衝撃性　PC材+高品質な液体シリコーンを採用した2重保護の安全設計がわずか1.8 mm薄型でありながら、耐衝撃性もあり落下衝撃を吸収して本体を全面保護する。また、下部に追加のカバーがあり、全身的な保護をいたします。内側フェルトシート外側も内側も最高級な手触り、フェルトシートはケースと本体の摩耗を減少ことができ、本体は内側からにもしっかり守られる。カラフル　多種な色が選んられる、好きな色を選んばいい。Qiワイヤレス充電に対応 ワイヤレス充電を完全に対応している。
jp_asin_36	  製品の説明：  タイプ：Samsung Galaxy A7 2018 携帯電話ケース 機能：全面的な保護 設計：マット、幾何 機能：汚れ防止、防爆 特徴3つの高品質のハードプラスチック：Samsung Galaxy A7 2018 携帯電話の保護カバー　 特色2：新しい人気の超薄PCプラスチック携帯電話のケースの材質：混合PC携帯電話の背面カバー
jp_asin_37	kwmobileはスマートフォン、タブレット、その他のデバイス用にモダンで便利なアクセサリーを手頃な価格で販売。無数に存在するブランドやモデルに合わせて幅広く提供しています。特徴互換性: Samsung Galaxy A52 / Samsung Galaxy A52 5G !モダンなテキスタイルとレザーの出会い: このスマホケースグレー / 黒色 はリネン風の生地から作られ、PUレザーと組み合わせました。あなたのスマホをスタイリッシュに傷や汚れから保護します。カード用ポケット: このケースにはデビットカードやクレジットカード、名刺のために便利なポケットが付いています。スタンドバイミー: 実用的なスタンドつきのカバー。保護カバーのスタンド機能を使用すれば簡単にデバイスを立てることが出来ます。製品保証: 万が一購入商品に不具合がありましたら、弊社カスタマーサービスまでご連絡ください。お問い合わせ内容に応じて代替品交換または返金が可能です。ご安心して購入ください。配送内容1x PUレザー ケース 対応: Samsung Galaxy A52
jp_asin_38	kwmobileはスマートフォン、タブレット、その他のデバイス用にモダンで便利なアクセサリーを手頃な価格で販売。無数に存在するブランドやモデルに合わせて幅広く提供しています。特徴ぴったり: 以下のデバイスに対応: Huawei P30 Lite / P30 Lite New Edition素材ミックス: 耐久性に優れおしゃれな外観が自慢のウッドとTPU製バンパーの組み合わせで、衝撃や摩擦から携帯電話をしっかりと保護します。強い保護力とナチュラルな魅力をあなたのデバイスにオン!快適な操作: ケースの背面は、頑丈な木材から作られています。硬質のゴム製の内側とエッジ部分がスマートフォンを安定的にホールドし同時に保護します。基本的なボタン操作や充電など、スマホ本来の機能はそのままです。ダイナミックな自然: 波や滝を連想させる涼しい水と光を使って、刺激的なコントラストを作り出します。自然へのリスペクトの気持ちをスタイリッシュに表現。製品保証: 万が一購入商品に不具合がありましたら、弊社カスタマーサービスまでご連絡ください。お問い合わせ内容に応じて代替品交換または返金が可能です。ご安心して購入ください。配送内容1x ウッドケース対応: Huawei P30 Lite
jp_asin_39	印刷せずにそのままPC/スマホでFAXできます。用紙やインク、トナーの無駄が省けます。 ユーザー数：200人。FAX最大保存枚数：約160000枚。 FAX業務の効率が大幅に向上されます。 電話回線でFAXの送受信ですから、商業機密の安全が確保できます。 操作は簡単、管理は便利です。 24時間7日の連続稼働けど、消費電力は少ないです。地球に優しいです。 コンパクトな外観、設置も移動も容易です。 LEDランプが前配置にして、サーバの状況がハッキリ分かります。 SMTP機能をサポートし、FAXをEメールで転送します。 自動送受信、送信予約ができます。 デジタル印鑑を128ビット暗号化した上で保存します。  FAX送受信業務をシステムにより自動化します。 デスクトップ/ノートパソコン/タブレット/スマホでFAXできます。 　 複数人が同時送信できます。 受けるFAXは追加番号によって自動分配されます。 CimFAX　Faxサーバについての紹介は弊社のホームページwww.cimfax.com或いはYouTubeでご覧下さい。
jp_asin_40	◆ 米国の軍用規格 MIL-STD 81G-516.6 準拠製品アメリカ国防総省が制定した、MIL-STD-81G Method 516.6-Shock規格に準拠したテストをクリアした、落下等の衝撃からタフに保護するケースです。◆ MIL規格基準を上回る耐衝撃テスト高さ約1.22ｍの高さからラワン材の床に向けて26方向で落下テストを行うMIL-STD 81G-516.6基準より、さらに高い約4mからの落下テストを独自テストでクリアしております。◆ アルミ × PC × TPU見た目に高級感をあたえてくれるアルミニウム合金、耐衝撃性能に優れたTPU、デバイスの色を楽しめる透明ポリカーボネイトと、3種類の素材を組み合わせたハイブリッドケースです。◆ コーナープロテクション落下衝撃を想定して、ケース四角には厚みのあるTPUを採用しております。内側にも特殊加工を施し、衝撃吸収力を高めております。◆ 装着時の密着痕防止ケースの背面内側には、マイクロドット加工を施してあり、端末とケースが貼り付いて発生するにじみのような密着痕を防ぎます。◆ 液晶画面・背面カメラを保護ケース正面は液晶面よりわずかに高く設計されており、デスク等に置いても画面が直接触れることがなく、液晶へのすり傷等を防止します。背面カメラも直接触れることがないように設計されております。◆ 対応機種Apple iPhone 12 Pro Max ( アイフォン12 Pro Max 6.7インチ 2020年モデル )◆ パッケージ内容ケース × 1個◆ 使用素材アルミ、TPU（熱可塑性ポリウレタン）、ポリカーボネイト
jp_asin_41	スピーカーとカメラそして他の部位は完璧にカットアウトして、携帯 のすべての機能はケースをつけたままスムーズに操作できます パッケージ内容：iPhone12 Pro Max (6.7インチ) ケース ワイヤレス充電をサポートします。iPhone12 Pro Max (6.7インチ) のために専門設計 前面と背面のフチを高く設計することで、画面とカメラレンズを保護できます。ユニークな衝撃吸収設計により、四隅が衝撃を効果的に吸収するので、衝撃を最小限に抑えます 高品質のPCとTPU素材を採用した保護ケースは、軽量でスリムなデザインに優れていますし、HDクリア背面は傷つけを防止できます。内側にある小さなドットにより、携帯電話の背面と側面をウォーターマークからお守りします
